"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","TC-SEARCH-FREE-016: Free User lọc ảnh có 1 người mẫu (1人) qua Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-032: Premium User click AI Face thumbnail từ trang Detail tìm kiếm ảnh cùng khuôn mặt và giữ nguyên khi phân trang @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","28573","TC-SEARCH-GUEST-030: Truy cập Recommended Search và giữ tham số rcm=1 khi chuyển trang @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","12749","TC-SEARCH-GUEST-019: Guest lọc ảnh có Giấy phép người mẫu (取得済のみ) qua menu Display Conditions @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-019: Premium User lọc ảnh có Giấy phép người mẫu (取得済のみ) qua menu Display Conditions @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-017: Premium User lọc ảnh có từ 3 người mẫu trở lên (3人以上) qua Toolbar @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-FREE-029: Free User tìm kiếm chính xác ảnh theo Mã素材ID qua menu Detailed Search @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-037: Verify số lượng ảnh hiển thị mặc định đạt 70 ảnh trên mỗi trang và radio 70 được check default @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-028: Free User upload ảnh để tìm kiếm hình ảnh tương đồng @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","8338","TC-SEARCH-GUEST-006: Guest click Top Keyword chuyển hướng đến trang kết quả tìm kiếm @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-005: Premium User xóa nhanh từ khóa trong ô tìm kiếm bằng nút Reset @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-FREE-031: Free User truy cập PSD Format Search và giữ tham số sizesec=psd khi chuyển trang @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","11122","TC-SEARCH-GUEST-005: Xóa nhanh từ khóa trong ô tìm kiếm bằng nút Reset @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-035: Free User chuyển trang phân trang (Next / Prev) thành công @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-035: Premium User chuyển trang phân trang (Next / Prev) thành công @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-FREE-009: Free User lọc kết quả theo Chiều ngang (横長) qua Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-018: Premium User lọc người mẫu theo Độ tuổi (若者) qua Toolbar ""人物指定"" @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-038: Premium User thực hiện tìm kiếm nhiều lần không bị giới hạn hạn mức @smoke @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","1","TC-SEARCH-PREM-001: Premium User tìm kiếm từ khóa đơn hợp lệ hiển thị kết quả @smoke @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","14605","TC-SEARCH-GUEST-025: Guest loại trừ ảnh của Tác giả (Acworks) qua menu Detailed Search Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-006: Premium User click Top Keyword chuyển hướng đến trang kết quả tìm kiếm @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-007: Premium User click Popular Tag từ tag cloud thành công @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-037: Verify Premium User hiển thị 210 ảnh trên mỗi trang và giữ nguyên khi phân trang @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","17506","TC-SEARCH-GUEST-027: Guest kết hợp Đa bộ lọc (Chiều ngang + Không có người + Loại trừ AI) qua UI Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-026: Free User kết hợp Từ khóa + 2 người mẫu + Model Release qua UI Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","13227","TC-SEARCH-GUEST-020: Guest lọc ảnh có Giấy phép tài sản (取得済のみ) qua menu Display Conditions @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","11309","TC-SEARCH-GUEST-001: Guest tìm kiếm từ khóa hợp lệ: hiển thị kết quả @smoke @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-007: Free User click Popular Tag từ tag cloud thành công @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","13857","TC-SEARCH-GUEST-008: Guest lọc kết quả theo Chiều dọc (縦長) qua Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-019: Free User lọc ảnh có Giấy phép người mẫu (取得済のみ) qua menu Display Conditions @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","14886","TC-SEARCH-GUEST-016: Guest lọc ảnh có 1 người mẫu (1人) qua Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-004: Free User tìm kiếm từ khóa mới trực tiếp từ trang kết quả @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-020: Premium User lọc ảnh có Giấy phép tài sản (取得済のみ) qua menu Display Conditions @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","9721","TC-SEARCH-GUEST-034: Guest bị chặn sắp xếp ""人気順"" và hiển thị popover nâng cấp Premium @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","8352","TC-SEARCH-GUEST-038: Guest chạm hạn mức tìm kiếm hiển thị Modal giới hạn và CTA Đăng ký @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","21028","TC-SEARCH-GUEST-032: Guest click AI Face thumbnail từ trang Detail tìm kiếm ảnh cùng khuôn mặt và giữ nguyên khi phân trang @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-015: Free User lọc ảnh Không có người (無人) qua Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","18175","TC-SEARCH-GUEST-037: Verify số lượng ảnh hiển thị mặc định đạt 70 ảnh trên mỗi trang và radio 70 được check default @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-014: Free User lọc ảnh theo Màu sắc (青 / Blue) qua Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-031: Premium User truy cập PSD Format Search và giữ tham số sizesec=psd khi chuyển trang @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","25348","TC-SEARCH-GUEST-035: Guest chuyển trang phân trang (Next / Prev) thành công @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-024: Free User tìm kiếm ảnh theo Tác giả (Acworks) qua Detailed Search Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-027: Free User kết hợp Đa bộ lọc (Chiều ngang + Không có người + Loại trừ AI) qua UI Toolbar @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","12040","TC-SEARCH-GUEST-010: Guest lọc định dạng ảnh PSD qua Toolbar ""ファイル・向き"" @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","10609","TC-SEARCH-GUEST-002: Guest tìm kiếm nhiều từ khóa kết hợp: hiển thị kết quả @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","1","TC-SEARCH-PREM-012: Premium User lọc kích thước ảnh Lサイズ qua Toolbar ""ファイル・向き"" @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-014: Premium User lọc ảnh theo Màu sắc (青 / Blue) qua Toolbar @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-022: Premium User bật bộ lọc Tìm kiếm khớp chính xác (完全一致) @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-010: Premium User lọc định dạng ảnh PSD qua Toolbar ""ファイル・向き"" @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","1","TC-SEARCH-FREE-030: Free User truy cập Recommended Search và giữ tham số rcm=1 khi chuyển trang @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-023: Premium User lọc kết quả với Từ khóa loại trừ (除外キーワード) @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","1","TC-SEARCH-FREE-021: Free User bật bộ lọc Loại trừ ảnh do AI tạo @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-032: Free User click AI Face thumbnail từ trang Detail tìm kiếm ảnh cùng khuôn mặt và giữ nguyên khi phân trang @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","8345","TC-SEARCH-GUEST-039: Khách vãng lai khi chưa chạm hạn mức tìm kiếm thì AI Toggle tự động tắt @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","29570","TC-SEARCH-GUEST-036: Giữ nguyên tùy chọn Sắp xếp ""新着順"" khi chuyển sang Trang 2 @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","11365","TC-SEARCH-GUEST-004: Guest tìm kiếm từ khóa mới trực tiếp từ trang kết quả @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-036: Giữ nguyên tùy chọn Sắp xếp ""新着順"" khi chuyển sang Trang 2 @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","11907","TC-SEARCH-GUEST-028: Guest upload ảnh để tìm kiếm hình ảnh tương đồng @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","25441","Authenticate as premium user","setup-premium-user","2026-09-22","failed","2026-09-22","","","",""
"","0","TC-SEARCH-FREE-003: Free User nhận thông báo khi không tìm thấy ảnh nào khớp từ khóa @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","12667","TC-SEARCH-GUEST-014: Guest lọc ảnh theo Màu sắc (青 / Blue) qua Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","15678","TC-SEARCH-GUEST-015: Guest lọc ảnh Không có người (無人) qua Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-011: Premium User lọc kích thước ảnh Mサイズ以上 qua Toolbar ""ファイル・向き"" @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-004: Premium User tìm kiếm từ khóa mới trực tiếp từ trang kết quả @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-PREM-025: Premium User loại trừ ảnh của Tác giả (Acworks) qua menu Detailed Search Toolbar @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","18999","TC-SEARCH-GUEST-026: Guest kết hợp Từ khóa + 2 người mẫu + Model Release qua UI Toolbar @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-009: Premium User lọc kết quả theo Chiều ngang (横長) qua Toolbar @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","13769","TC-SEARCH-GUEST-022: Guest bật bộ lọc Tìm kiếm khớp chính xác (完全一致) @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","13127","TC-SEARCH-GUEST-029: Khách vãng lai tìm kiếm chính xác ảnh theo Mã素材ID qua menu Detailed Search @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-036: Giữ nguyên tùy chọn Sắp xếp ""新着順"" khi chuyển sang Trang 2 @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","13585","TC-SEARCH-GUEST-011: Guest lọc kích thước ảnh Mサイズ以上 qua Toolbar ""ファイル・向き"" @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-FREE-022: Free User bật bộ lọc Tìm kiếm khớp chính xác (完全一致) @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-023: Free User lọc kết quả với Từ khóa loại trừ (除外キーワード) @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-PREM-033: Premium User sắp xếp ""人気順"" (Phổ biến) thành công không bị chặn @smoke @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-FREE-034: Free User bị chặn sắp xếp ""人気順"" và hiển thị popover nâng cấp Premium @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-011: Free User lọc kích thước ảnh Mサイズ以上 qua Toolbar ""ファイル・向き"" @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","14219","TC-SEARCH-GUEST-023: Guest lọc kết quả với Từ khóa loại trừ (除外キーワード) @regression @guest","Photo AC - Guest","2026-09-22","passed","2026-09-22","Chromium","search-guest.spec","",""
"","0","TC-SEARCH-PREM-026: Premium User kết hợp Từ khóa + 2 người mẫu + Model Release qua UI Toolbar @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
"","0","TC-SEARCH-FREE-020: Free User lọc ảnh có Giấy phép tài sản (取得済のみ) qua menu Display Conditions @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","0","TC-SEARCH-FREE-013: Free User lọc ảnh theo Danh mục (人物) qua Toolbar dropdown @regression @free-user","chromium-free-user","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Free User (Logged In Account)","","",""
"","25607","Authenticate as free user","setup-free-user","2026-09-22","failed","2026-09-22","","","",""
"","0","TC-SEARCH-PREM-008: Premium User lọc kết quả theo Chiều dọc (縦長) qua Toolbar @regression @premium","chromium-downloader","2026-09-22","skipped","2026-09-22","Search & Filters Feature — Premium User (Paid Downloader Account)","","",""
